games,trad_d,world_d,trad_winprob,world_winprob
1,0.25675380899705313,0.01750133180486578,0.5722999999999999,0.5159166666666667
3,0.4446556352001628,0.029940447785974027,0.6229166666666667,0.5126333333333333
6,0.6445086528739455,0.03756712910365236,0.6751333333333333,0.51545
12,0.8957727916790106,0.05685038583525122,0.7349833333333333,0.5193666666666666
18,1.0953606641189098,0.06080079901874394,0.7801,0.5228166666666667
24,1.259863352816337,0.07426842202572062,0.8145166666666667,0.5256333333333333
36,1.536796423030914,0.08389803425880855,0.8595833333333333,0.5251
48,1.794631257711212,0.1081167829814982,0.8969999999999999,0.5323333333333333
