p_strike,trad_icc,world_icc,trad_sigma_b,world_sigma_b,trad_sigma_w,world_sigma_w,trad_corr_phi,world_corr_phi
0.66,0.005176682070866054,0.00099948044385276,4.855167828440679,0.7069890413392684,933.0366636528029,706.6495637432189,0.49002266645501436,-0.04013280767310631
